prolific_id,start_time,original_statement,original_label,pass_verification,label_alignment,redundant_content,natural_flow,response_timestamp
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,4,3,4,2024-12-16T07:35:51.429Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I've also heard that intriguing but also kinda scary,negative,0,3,4,4,2024-12-16T07:36:12.915Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,It's so weird how I look ugly in photos but I also look ugly in the mirror,sarcastic,0,3,4,4,2024-12-16T07:36:44.436Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,4,2,3,2024-12-16T07:37:13.714Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I'm sorry that's what you read because it isn't what I said.,negative,0,2,2,4,2024-12-16T07:37:25.486Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I love my friends,not sarcastic,1,5,2,4,2024-12-16T07:37:40.028Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,4,3,3,2024-12-16T07:38:03.891Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?,against,1,5,2,3,2024-12-16T07:38:16.956Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,2,2,4,2024-12-16T07:39:45.483Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Thank you for your support.  My reaction to the vaccine. is not fun, by a long shot.  Some people are lucky and only have a sore arm.  But other people do have reactions.  We don't know if the booster will truly help us. Getting the shot is risky for some peole.  I wish you luck.",neutral,0,4,3,4,2024-12-16T07:40:06.962Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,3,2,4,2024-12-16T07:40:18.827Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,It's because the polio vaccine actually works. That's why there was no skepticism unlike today. And yeah can confirm fully vaccinated people die from covid. I see it everyday in the hospital I work in but you probably know more than I do.,favoring,0,1,2,4,2024-12-16T07:40:51.769Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,2,3,4,2024-12-16T07:41:29.697Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Papa Johns in my area basically gives away their pizza. I can smell the desperation in the store,neutral,0,2,3,4,2024-12-16T07:41:45.057Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,2,2,3,2024-12-16T07:42:20.715Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Very nice. How could I doubt you?,polite,1,4,3,4,2024-12-16T07:42:48.705Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,not sarcastic,1,2,3,3,2024-12-16T07:43:13.574Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.,neutral,0,1,2,3,2024-12-16T07:43:37.189Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"making us look like punks, disappointing",negative,1,5,2,4,2024-12-16T07:43:54.859Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,As a former fetus I oppose,against,1,5,3,4,2024-12-16T07:44:42.995Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,"Thank you! Now get rid of all mandates, including vax for state and other workers, and all mask mandates, which are unlawful and violate human rights. And they do nothing to protect anyone from any virus infection.",against,1,1,3,4,2024-12-16T07:45:03.988Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,3,3,4,2024-12-16T07:48:30.856Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,4,3,4,2024-12-16T07:48:57.094Z
5b6f312393405d000159e471,2024-12-16T06:55:18.655Z,I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,neutral,0,2,2,4,2024-12-16T07:49:09.960Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,not sarcastic,1,5,1,5,2024-12-16T06:21:57.734Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,5,3,1,2024-12-16T06:23:31.597Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Sadly enough I was thinking the same.,negative,1,5,5,4,2024-12-16T06:24:58.654Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,2,5,1,2024-12-16T06:26:31.504Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I love my friends,not sarcastic,1,5,5,5,2024-12-16T06:27:16.482Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Thank you for your support.  My reaction to the vaccine. is not fun, by a long shot.  Some people are lucky and only have a sore arm.  But other people do have reactions.  We don't know if the booster will truly help us. Getting the shot is risky for some peole.  I wish you luck.",neutral,0,4,5,5,2024-12-16T06:29:39.167Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,1,5,5,2024-12-16T06:30:51.324Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",polite,1,5,5,5,2024-12-16T06:31:52.631Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,5,3,1,2024-12-16T06:33:28.965Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,As a former fetus I oppose,against,1,5,4,5,2024-12-16T06:34:39.209Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite,0,2,2,2,2024-12-16T06:35:56.116Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,5,4,2,2024-12-16T06:37:38.279Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,1,5,1,2024-12-16T06:39:19.779Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,On my bday I'm always so grateful to my bio parents who gave me up for,against,1,1,2,2,2024-12-16T06:41:25.352Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I just know the government is gonna lock us all down in spite because they can't have their Xmas party,not sarcastic,0,1,1,1,2024-12-16T06:42:14.144Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,2,5,5,2024-12-16T06:43:33.238Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,5,5,5,2024-12-16T06:44:56.684Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Papa Johns in my area basically gives away their pizza. I can smell the desperation in the store,neutral,0,4,5,5,2024-12-16T06:46:04.327Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,2,5,2,2024-12-16T06:47:04.539Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Holy shit bro,negative,1,3,5,5,2024-12-16T06:47:54.280Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,1,5,4,2024-12-16T06:48:50.058Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"The ambitious goal to fully vaccinate the entire adult population is proving difficult. People are not returning to receive their second dose, and motivating them poses complex challenges.",neutral,1,2,5,5,2024-12-16T06:50:09.130Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Lmao I hope I'm not the only one who gets this,positive,1,5,1,5,2024-12-16T06:51:08.170Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,impolite,0,4,5,5,2024-12-16T06:52:05.716Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.,neutral,0,2,5,5,2024-12-16T06:53:06.519Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I truly believe that and that's why I'm against Planned Parenthood.,against,1,5,5,5,2024-12-16T06:54:00.464Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,2,2,4,2024-12-16T06:55:10.363Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"making us look like punks, disappointing",negative,1,5,2,4,2024-12-16T06:56:08.976Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,2,2,4,2024-12-16T06:57:28.141Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for!,neutral,0,4,1,5,2024-12-16T06:58:09.549Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,All the ladies can stay at my place.,positive,1,5,5,5,2024-12-16T06:58:46.992Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,5,5,5,2024-12-16T06:59:19.028Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,When is abortion a responsible choice? When a woman chooses it to be,favoring,1,2,5,2,2024-12-16T07:00:23.548Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,5,5,5,2024-12-16T07:01:43.488Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.,neutral,0,5,1,5,2024-12-16T07:02:23.404Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,1,5,5,2024-12-16T07:03:06.280Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,neutral,0,5,5,5,2024-12-16T07:03:57.683Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?,against,1,5,5,5,2024-12-16T07:04:55.660Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Thank you! Now get rid of all mandates, including vax for state and other workers, and all mask mandates, which are unlawful and violate human rights. And they do nothing to protect anyone from any virus infection.",against,1,5,4,2,2024-12-16T07:05:53.928Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,5,1,5,2024-12-16T07:07:04.746Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I've also heard that intriguing but also kinda scary,negative,0,3,1,1,2024-12-16T07:08:18.665Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Very nice. How could I doubt you?,polite,1,5,1,5,2024-12-16T07:09:15.029Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I'm sorry that's what you read because it isn't what I said.,negative,0,2,1,5,2024-12-16T07:09:59.368Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,I don't ask people their vaccination status. That's a personal decision. We should all be happy and enjoy the holiday season with all of our friends and family.,neutral,1,4,4,2,2024-12-16T07:11:02.726Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,3,4,4,2024-12-16T07:12:46.074Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,It's so weird how I look ugly in photos but I also look ugly in the mirror,sarcastic,0,2,5,5,2024-12-16T07:13:36.959Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,Do  you think that it is safe to go to a large outdoor party where people need to show proof of vaccination  (not booster) or proof of a recent negative COVID test?,favoring,0,4,1,2,2024-12-16T07:15:10.206Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,It's because the polio vaccine actually works. That's why there was no skepticism unlike today. And yeah can confirm fully vaccinated people die from covid. I see it everyday in the hospital I work in but you probably know more than I do.,favoring,0,4,4,4,2024-12-16T07:16:53.631Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"I keep forgetting, when it's vaccination location selection time, that I usually sleep on my left side (and arm) a lot more than my right.  Hence this 3am tweet.",favoring,1,3,5,5,2024-12-16T07:18:22.642Z
5c0765e10ea1410001a9dc5f,2024-12-16T06:18:20.940Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,4,5,5,2024-12-16T07:19:26.079Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"making us look like punks, disappointing",negative,1,4,4,4,2024-12-16T06:20:37.327Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,4,4,3,2024-12-16T06:21:56.230Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I love my friends,not sarcastic,1,5,5,4,2024-12-16T06:22:37.606Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Wikipedia is not IMDb, which can easily be used (and is more suited) to providing complete soundtrack listings for pretty much every movie ever made. Would you care to address any of the other points I've brought up?",impolite,0,2,4,4,2024-12-16T06:23:38.685Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,As a former fetus I oppose,against,1,4,4,3,2024-12-16T06:24:38.805Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,impolite,0,2,5,4,2024-12-16T06:25:23.733Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,How many jabs do you want us to have? 10? 20?,not sarcastic,0,2,4,4,2024-12-16T06:26:20.149Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Sadly enough I was thinking the same.,negative,1,4,4,5,2024-12-16T06:27:05.700Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Imagine having to pretend you didn't edit your link. The inferiority is dripping off you.,neutral,0,2,4,2,2024-12-16T06:27:51.796Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,4,4,5,2024-12-16T06:28:44.420Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Thank you for your support.  My reaction to the vaccine. is not fun, by a long shot.  Some people are lucky and only have a sore arm.  But other people do have reactions.  We don't know if the booster will truly help us. Getting the shot is risky for some peole.  I wish you luck.",neutral,0,3,2,1,2024-12-16T06:29:50.188Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,You look fantastic in that new dress.  It shows off your figure.,sarcastic,0,1,5,4,2024-12-16T06:30:27.228Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,5,4,5,2024-12-16T06:31:14.123Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,When is abortion a responsible choice? When a woman chooses it to be,favoring,1,5,4,5,2024-12-16T06:31:56.691Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"The ambitious goal to fully vaccinate the entire adult population is proving difficult. People are not returning to receive their second dose, and motivating them poses complex challenges.",neutral,1,2,4,3,2024-12-16T06:33:58.618Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Drinks last night was a bit messy. May get some more beers tonight. Not sure though.,not sarcastic,1,5,4,5,2024-12-16T06:34:43.194Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"They started seeling alcohol a while ago, when she called her mafia friend to get help for the speakeasy.",neutral,0,3,2,2,2024-12-16T06:35:50.066Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I don't ask people their vaccination status. That's a personal decision. We should all be happy and enjoy the holiday season with all of our friends and family.,neutral,1,3,3,1,2024-12-16T06:36:41.898Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Thank you! Now get rid of all mandates, including vax for state and other workers, and all mask mandates, which are unlawful and violate human rights. And they do nothing to protect anyone from any virus infection.",against,1,5,4,4,2024-12-16T06:37:21.801Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I will never look at Michelle Obama the same way. My sides will be sore tomorrow... Worth breaking the Internet for!,neutral,0,1,4,5,2024-12-16T06:38:31.001Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I just found that Barcelona and Real Madrid are playing on Sunday... I need sleeping pills...,neutral,0,2,4,3,2024-12-16T06:39:21.529Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,4,2,2,2024-12-16T06:40:22.841Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,3,4,2,2024-12-16T06:41:23.256Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,2,4,2,2024-12-16T06:42:10.680Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,4,4,3,2024-12-16T06:43:01.288Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Do  you think that it is safe to go to a large outdoor party where people need to show proof of vaccination  (not booster) or proof of a recent negative COVID test?,favoring,0,2,4,2,2024-12-16T06:44:08.239Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,It's because the polio vaccine actually works. That's why there was no skepticism unlike today. And yeah can confirm fully vaccinated people die from covid. I see it everyday in the hospital I work in but you probably know more than I do.,favoring,0,4,3,2,2024-12-16T06:45:30.895Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"I keep forgetting, when it's vaccination location selection time, that I usually sleep on my left side (and arm) a lot more than my right.  Hence this 3am tweet.",favoring,1,3,4,2,2024-12-16T06:46:38.575Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I've also heard that intriguing but also kinda scary,negative,0,4,1,2,2024-12-16T06:47:25.702Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Papa Johns in my area basically gives away their pizza. I can smell the desperation in the store,neutral,0,2,4,4,2024-12-16T06:48:22.926Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I truly believe that and that's why I'm against Planned Parenthood.,against,1,4,4,4,2024-12-16T06:50:05.670Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,tomorrow I've to wake up early so Zayn's erformance on VMA better be true otherwise u'll regret for playing with my emotions and sleep,positive,0,4,4,2,2024-12-16T06:51:05.661Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I enjoy being at work and can't wait to come in everyday and see all my happy colleagues,sarcastic,1,5,4,4,2024-12-16T06:51:37.437Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Um, you know that the last couple of replies have been from someone other than Esprqii? Right?",impolite,0,1,4,5,2024-12-16T06:52:11.541Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,It's so weird how I look ugly in photos but I also look ugly in the mirror,sarcastic,0,4,4,4,2024-12-16T06:52:47.405Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,On my bday I'm always so grateful to my bio parents who gave me up for,against,1,1,5,4,2024-12-16T06:53:37.484Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Holy shit bro,negative,1,3,5,5,2024-12-16T06:54:12.884Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,All the ladies can stay at my place.,positive,1,4,5,4,2024-12-16T06:54:39.181Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"The proper title of this image should be Eszopiclone.svg, since it depicts the S enantiomer. Could you change the title so I can upload an image of the racemic compound instead?",polite,1,5,4,3,2024-12-16T06:55:32.036Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Very nice. How could I doubt you?,polite,1,4,4,4,2024-12-16T06:56:07.388Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I just know the government is gonna lock us all down in spite because they can't have their Xmas party,not sarcastic,0,1,2,1,2024-12-16T06:56:44.956Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Note them where? On their talk page, or by adding them to the list you created at ArbCom so a clerk can notify them?",impolite,0,2,4,4,2024-12-16T06:57:24.627Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I'm sorry that's what you read because it isn't what I said.,negative,0,3,4,4,2024-12-16T06:58:04.019Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"thanks for your input, it was such a pleasure interacting with you, now that the overlapping projects assessment are done, we need never interact again. projects opting out of policy, how charming, some projects are more equal than others, can i take a vote on SI project opting out of copyright vios?",polite,0,3,3,2,2024-12-16T06:59:00.611Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Sunday Oliseh reacts to Super Eagles goallessdraw with Tanzania via,neutral,0,3,2,1,2024-12-16T06:59:45.531Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,5,4,4,2024-12-16T07:00:36.754Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,One day I'm gonna set an abortion clinic on fire. Anyone wanna join?,against,1,5,4,5,2024-12-16T07:01:10.466Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,I'm not certain that the sun actually bothered rising today. We were encased in mirky twilight all day.,neutral,0,4,4,4,2024-12-16T07:01:58.850Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,Lmao I hope I'm not the only one who gets this,positive,1,4,4,5,2024-12-16T07:02:31.610Z
5da6b2aca2860400146b8ace,2024-12-16T06:18:54.144Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,5,5,5,2024-12-16T07:03:14.506Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,It's crazy how you can tell someone what you're going through 1000x and they just dismiss it,not sarcastic,1,4,3,5,2024-12-16T06:18:43.878Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,As a former fetus I oppose,against,1,5,4,5,2024-12-16T06:21:07.066Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,Based on what? Don't you think a little discussion is in order before doing this?,impolite,1,4,4,4,2024-12-16T06:22:50.076Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,"Thanks, I didn't notice the earlier discussion. Would you consider (if you haven't done so yet) adding some indication on either page that these are the same user?",polite,1,5,4,3,2024-12-16T06:24:34.404Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,"I'd like to thank my current employer for making me feel accepted and valued. It's particularly nice that, whenever I have some suggestions for them, that they seriously consider them and don't just automatically put their fingers in their ears and shout 'I CAN'T HEAR YOU'. Metaphorically.",sarcastic,0,3,3,4,2024-12-16T06:26:34.105Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,"So hard to book a jab, turn up, be jabbed, wait a bit and then get on with your life.  Why bother?",sarcastic,1,4,2,4,2024-12-16T06:27:48.880Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,It's crazy to treat ppl this way. Washington University came out and said natural immunity could last a lifetime. No I.D to vote but vaccine card to exercise,against,1,5,3,4,2024-12-16T06:29:21.367Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,Is a tough one for sure but has increased vaccination rates in Singapore. There is not a pandemic of smoking or not wearing seatbelts. In fact behaviour around both is improving. Vaccinating is not exactly hard. You hardly feel the prick on your arm.,favoring,0,5,4,5,2024-12-16T06:31:07.305Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,Lmao I hope I'm not the only one who gets this,positive,1,5,2,3,2024-12-16T06:32:17.992Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?,impolite,1,5,4,4,2024-12-16T06:33:33.884Z
60d0d5e930dc4a90889b2321,2024-12-16T06:15:44.170Z,"Ashley Bloomfield ""we need to ensure that COSUMERS are well informed of this rare side effect and know when to seek help."" -thank you for informing me of this serious side effect, I will say NO to the vaccine.",against,0,5,4,3,2024-12-16T06:35:36.937Z
